Test Name=,
Test Request Number=,8273
Data Type=,1
Data Extracted on(Server)=,6/3/2022 1:50:43 AM Eastern Standard Time
Selected Start Time(Could be different from actual)= , 2/2/2022 4:58:27 AM
Selected End Time(Could be different from actual)= , 2/3/2022 1:40:49 PM
New Output File Format =,TRUE
Export Header =,TRUE
DataTypeDesired,Scan Data
How Often (seconds)= , 0
MaxLinesDesiredInFile= ,-1
MaxColsDesiredInFile= ,-1
Filter List
Filter Variable,Min Filter Value, Max Filter Value, Ignore Zero (0=do not ignore, 1 = ignore)

###
Date,Time,Time (UTC),Test ID number,Test point sequence number,Test point identification,ca_52 : LOAD :  : MW : Load,ca_57 : TEXHAUST :  : degF : Exhaust temp
02/02/2022, 06:21:58.348,1643800918.348,8273,0,na,0,52.84587097168
02/02/2022, 06:22:28.352,1643800948.352,8273,0,na,0,52.82809829712
02/02/2022, 06:22:58.356,1643800978.356,8273,0,na,0,52.8882484436
02/02/2022, 06:23:21.366,1643801001.366,8273,2071,Emissions_Pre_zero_System1and2,0,52.80018234253
02/02/2022, 06:23:22.368,1643801002.368,8273,2071,Emissions_Pre_zero_System1and2,0,52.81489181519
02/02/2022, 06:23:23.368,1643801003.368,8273,2071,Emissions_Pre_zero_System1and2,0,52.83868408203
02/02/2022, 06:23:24.368,1643801004.368,8273,2071,Emissions_Pre_zero_System1and2,0,52.78396224976
02/02/2022, 06:23:25.369,1643801005.369,8273,2071,Emissions_Pre_zero_System1and2,0,52.73064804077
02/02/2022, 06:23:26.369,1643801006.369,8273,2071,Emissions_Pre_zero_System1and2,0,52.80525970459
02/02/2022, 06:23:27.370,1643801007.37,8273,2071,Emissions_Pre_zero_System1and2,0,52.77764511108
02/02/2022, 06:23:28.371,1643801008.371,8273,2071,Emissions_Pre_zero_System1and2,0,52.82133483887
02/02/2022, 06:23:29.372,1643801009.372,8273,2071,Emissions_Pre_zero_System1and2,0,52.76426696777
02/02/2022, 06:23:30.372,1643801010.372,8273,2071,Emissions_Pre_zero_System1and2,0,52.81542205811
02/02/2022, 06:23:31.372,1643801011.372,8273,2071,Emissions_Pre_zero_System1and2,0,52.82638549805
02/02/2022, 06:23:32.410,1643801012.41,8273,2071,Emissions_Pre_zero_System1and2,0,52.80430221558
02/02/2022, 06:23:33.411,1643801013.411,8273,2071,Emissions_Pre_zero_System1and2,0,52.78918075562
02/02/2022, 06:23:34.411,1643801014.411,8273,2071,Emissions_Pre_zero_System1and2,0,52.80791473389
02/02/2022, 06:23:35.412,1643801015.412,8273,2071,Emissions_Pre_zero_System1and2,0,52.83173751831
02/02/2022, 06:23:36.413,1643801016.413,8273,2071,Emissions_Pre_zero_System1and2,0,52.8674621582
02/02/2022, 06:23:58.440,1643801038.44,8273,0,na,0,52.81537628174
02/02/2022, 06:24:28.448,1643801068.448,8273,0,na,0,52.78579330444
02/02/2022, 06:24:58.459,1643801098.459,8273,0,na,0,52.77618026733
02/02/2022, 06:25:28.471,1643801128.471,8273,0,na,0,52.83139419556
02/02/2022, 06:25:58.481,1643801158.481,8273,0,na,0,52.76236343384
02/02/2022, 06:26:28.487,1643801188.487,8273,0,na,0,52.7299156189
